@RELATION GermanCredit

@ATTRIBUTE CheckingAccount {<0,<200,>=200,none}
@ATTRIBUTE Duration NUMERIC
@ATTRIBUTE CreditHistory {ok,ok_at_this_bank,ok_til_now,past_delays,critical}
@ATTRIBUTE Purpose {car_new,car_used,furniture,television,appliances,repairs,education,vacation,retraining,business,others}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {<100,<500,<1000,>=1000,unknown}
@ATTRIBUTE YearsEmployed {unemployed,<1,<4,<7,>=7}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE PersonalStatus {male_divorced,female,male_single,male_married,female_single}
@ATTRIBUTE OtherDebtors {none,co,guarantor}
@ATTRIBUTE ResidentSince NUMERIC
@ATTRIBUTE Property {real_estate,savings,car,unknown}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE OtherPlans {bank,stores,none}
@ATTRIBUTE Housing {rent,own,free}
@ATTRIBUTE NumCreditsAtBank NUMERIC
@ATTRIBUTE Job {unemployed,unskilled,skilled,management}
@ATTRIBUTE Dependents NUMERIC
@ATTRIBUTE Telephone {no,yes}
@ATTRIBUTE Foreign {yes,no}
@ATTRIBUTE Approve {good,bad}

@DATA
none,6,ok_til_now,education,1538,<100,<1,1,female,none,2,unknown,56,none,own,1,skilled,1,no,yes,good
none,12,ok_til_now,television,2279,unknown,<4,4,male_single,none,4,unknown,37,none,free,1,skilled,1,yes,yes,good
none,15,past_delays,television,1478,<100,<4,4,male_married,none,3,real_estate,33,bank,own,2,skilled,1,no,yes,good
none,24,critical,television,5103,<100,<1,3,male_married,none,3,unknown,47,none,free,3,skilled,1,yes,yes,good
<200,36,past_delays,business,9857,<500,<7,1,male_single,none,3,savings,31,none,own,2,unskilled,2,yes,yes,good
none,60,ok_til_now,car_new,6527,unknown,<4,4,male_single,none,4,unknown,34,none,free,1,skilled,2,yes,yes,good
>=200,10,critical,television,1347,unknown,<7,4,male_single,none,2,savings,27,none,own,2,skilled,1,yes,yes,good
<200,36,past_delays,car_new,2862,<500,>=7,4,male_single,none,3,unknown,30,none,free,1,skilled,1,no,yes,good
none,9,ok_til_now,television,2753,<500,>=7,3,male_single,co,4,car,35,none,own,1,skilled,1,yes,yes,good
<0,12,ok_til_now,car_new,3651,>=1000,<4,1,male_single,none,3,savings,31,none,own,1,skilled,2,no,yes,good
<0,15,critical,furniture,975,<100,<4,2,male_divorced,none,3,savings,25,none,own,2,skilled,1,no,yes,good
<200,15,ok_til_now,repairs,2631,<500,<4,3,female,none,2,real_estate,25,none,own,1,unskilled,1,no,yes,good
<200,24,ok_til_now,television,2896,<500,<1,2,male_single,none,1,car,29,none,own,1,skilled,1,no,yes,good
<0,6,critical,car_new,4716,unknown,<1,1,male_single,none,3,real_estate,44,none,own,2,unskilled,2,no,yes,good
none,24,ok_til_now,television,2284,<100,<7,4,male_single,none,2,car,28,none,own,1,skilled,1,yes,yes,good
none,6,ok_til_now,car_used,1236,<1000,<4,2,male_single,none,4,savings,50,none,rent,1,skilled,1,no,yes,good
<200,12,ok_til_now,television,1103,<100,<7,4,male_single,guarantor,3,real_estate,29,none,own,2,skilled,1,no,no,good
none,12,critical,car_new,926,<100,unemployed,1,female,none,2,savings,38,none,own,1,unemployed,1,no,yes,good
none,18,critical,television,1800,<100,<4,4,male_single,none,2,car,24,none,own,2,skilled,1,no,yes,good
>=200,15,ok_til_now,education,1905,<100,>=7,4,male_single,none,4,car,40,none,rent,1,management,1,yes,yes,good
none,12,ok_til_now,furniture,1123,<1000,<4,4,female,none,4,car,29,none,rent,1,unskilled,1,no,yes,bad
<0,48,critical,car_used,6331,<100,>=7,4,male_single,none,4,unknown,46,none,free,2,skilled,1,yes,yes,bad
>=200,24,ok_til_now,television,1377,<500,>=7,4,female,none,2,unknown,47,none,free,1,skilled,1,yes,yes,good
<200,30,past_delays,business,2503,<500,>=7,4,male_single,none,2,savings,41,stores,own,2,skilled,1,no,yes,good
<200,27,ok_til_now,business,2528,<100,<1,4,female,none,1,savings,32,none,own,1,skilled,2,yes,yes,good
none,15,ok_til_now,car_new,5324,<1000,>=7,1,female,none,4,unknown,35,none,free,1,skilled,1,no,yes,good
<200,48,ok_til_now,car_new,6560,<500,<7,3,male_single,none,2,savings,24,none,own,1,skilled,1,no,yes,bad
<200,12,ok,furniture,2969,<100,<1,4,female,none,3,savings,25,none,rent,2,skilled,1,no,yes,bad
<200,9,ok_til_now,television,1206,<100,>=7,4,female,none,4,real_estate,25,none,own,1,skilled,1,no,yes,good
<200,9,ok_til_now,television,2118,<100,<4,2,male_single,none,2,real_estate,37,none,own,1,unskilled,2,no,yes,good
none,18,critical,television,629,<1000,>=7,4,male_single,none,3,savings,32,bank,own,2,management,1,yes,yes,good
<0,6,ok_at_this_bank,education,1198,<100,>=7,4,female,none,4,unknown,35,none,free,1,skilled,1,no,yes,bad
none,21,ok_til_now,car_used,2476,unknown,>=7,4,male_single,none,4,real_estate,46,none,own,1,management,1,yes,yes,good
<0,9,critical,television,1138,<100,<4,4,male_single,none,4,real_estate,25,none,own,2,unskilled,1,no,yes,good
<200,60,ok_til_now,car_new,14027,<100,<7,4,male_single,none,2,unknown,27,none,own,1,management,1,yes,yes,bad
none,30,critical,car_used,7596,unknown,>=7,1,male_single,none,4,car,63,none,own,2,skilled,1,no,yes,good
none,30,critical,television,3077,unknown,>=7,3,male_single,none,2,car,40,none,own,2,skilled,2,yes,yes,good
none,18,ok_til_now,television,1505,<100,<4,4,male_single,none,2,unknown,32,none,free,1,management,1,yes,yes,good
>=200,24,critical,television,3148,unknown,<4,3,male_single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
<200,20,ok,car_used,6148,<500,>=7,3,male_married,none,4,car,31,bank,own,2,skilled,1,yes,yes,good
>=200,9,ok,television,1337,<100,<1,4,male_single,none,2,car,34,none,own,2,management,1,yes,yes,bad
<200,6,ok_at_this_bank,education,433,>=1000,<1,4,female,none,2,savings,24,bank,rent,1,skilled,2,no,yes,bad
<0,12,ok_til_now,car_new,1228,<100,<4,4,female,none,2,real_estate,24,none,own,1,unskilled,1,no,yes,bad
<200,9,ok_til_now,television,790,<1000,<4,4,female,none,3,real_estate,66,none,own,1,unskilled,1,no,yes,good
none,27,ok_til_now,car_new,2570,<100,<4,3,female,none,3,real_estate,21,none,rent,1,skilled,1,no,yes,bad
none,6,critical,car_new,250,>=1000,<4,2,female,none,2,real_estate,41,bank,own,2,unskilled,1,no,yes,good
none,15,critical,television,1316,<1000,<4,2,male_married,none,2,savings,47,none,own,2,unskilled,1,no,yes,good
<0,18,ok_til_now,television,1882,<100,<4,4,female,none,4,car,25,bank,rent,2,skilled,1,no,yes,bad
<200,48,ok_at_this_bank,business,6416,<100,>=7,4,female,none,3,unknown,59,none,rent,1,skilled,1,no,yes,bad
>=200,24,critical,business,1275,>=1000,<4,2,male_divorced,none,4,real_estate,36,none,own,2,skilled,1,yes,yes,good
<200,24,past_delays,television,6403,<100,<1,1,male_single,none,2,car,33,none,own,1,skilled,1,no,yes,good
<0,24,ok_til_now,television,1987,<100,<4,2,male_single,none,4,real_estate,21,none,rent,1,unskilled,2,no,yes,bad
<200,8,ok_til_now,television,760,<100,<7,4,female,guarantor,2,real_estate,44,none,own,1,unskilled,1,no,yes,good
none,24,ok_til_now,car_used,2603,>=1000,<4,2,female,none,4,car,28,none,rent,1,skilled,1,yes,yes,good
none,4,critical,car_new,3380,<100,<7,1,female,none,1,real_estate,37,none,own,1,skilled,2,no,yes,good
<200,36,ok_at_this_bank,appliances,3990,unknown,<1,3,female,none,2,unknown,29,bank,own,1,unemployed,1,no,yes,good
<200,24,ok_til_now,car_used,11560,<100,<4,1,female,none,4,car,23,none,rent,2,management,1,no,yes,bad
<0,18,ok_til_now,car_new,4380,<500,<4,3,male_single,none,4,car,35,none,own,1,unskilled,2,yes,yes,good
none,6,critical,car_new,6761,<100,<7,1,male_single,none,3,unknown,45,none,own,2,management,2,yes,yes,good
<200,30,ok,business,4280,<500,<4,4,female,none,4,car,26,none,rent,2,unskilled,1,no,yes,bad
<0,24,ok_at_this_bank,car_new,2325,<500,<7,2,male_single,none,3,car,32,bank,own,1,skilled,1,no,yes,good
<200,10,ok_at_this_bank,television,1048,<100,<4,4,male_single,none,4,real_estate,23,stores,own,1,unskilled,1,no,yes,good
none,21,ok_til_now,television,3160,unknown,>=7,4,male_single,none,3,savings,41,none,own,1,skilled,1,yes,yes,good
<0,24,ok_at_this_bank,furniture,2483,<1000,<4,4,male_single,none,4,real_estate,22,stores,own,1,skilled,1,yes,yes,good
<0,39,critical,furniture,14179,unknown,<7,4,male_single,none,4,savings,30,none,own,2,management,1,yes,yes,good
<0,13,critical,business,1797,<100,<1,3,male_single,none,1,savings,28,bank,own,2,unskilled,1,no,yes,good
<0,15,ok_til_now,car_new,2511,<100,unemployed,1,female,none,4,car,23,none,rent,1,skilled,1,no,yes,good
<0,12,ok_til_now,car_new,1274,<100,<1,3,female,none,1,real_estate,37,none,own,1,unskilled,1,no,yes,bad
none,21,ok_til_now,car_used,5248,unknown,<4,1,male_single,none,3,car,26,none,own,1,skilled,1,no,yes,good
none,15,ok_til_now,car_used,3029,<100,<7,2,male_single,none,2,car,33,none,own,1,skilled,1,no,yes,good
<0,6,ok_til_now,furniture,428,<100,>=7,2,female,none,1,savings,49,bank,own,1,skilled,1,yes,yes,good
<0,18,ok_til_now,car_new,976,<100,<1,1,female,none,2,car,23,none,own,1,unskilled,1,no,yes,bad
<200,12,ok_til_now,business,841,<500,<7,2,female,none,4,real_estate,23,none,rent,1,unskilled,1,no,yes,good
none,30,critical,television,5771,<100,<7,4,female,none,2,car,25,none,own,2,skilled,1,no,yes,good
none,12,past_delays,repairs,1555,>=1000,>=7,4,male_single,none,4,unknown,55,none,free,2,skilled,2,no,yes,bad
<0,24,ok_til_now,car_new,1285,unknown,<7,4,female,none,4,unknown,32,none,rent,1,skilled,1,no,yes,bad
>=200,6,critical,car_new,1299,<100,<4,1,male_single,none,1,real_estate,74,none,own,3,unemployed,2,no,no,good
>=200,15,critical,television,1271,unknown,<4,3,male_single,none,4,unknown,39,none,free,2,skilled,1,yes,yes,bad
none,24,ok_til_now,car_new,1393,<100,<4,2,male_single,guarantor,2,real_estate,31,none,own,1,skilled,1,yes,yes,good
<0,12,critical,car_new,691,<100,>=7,4,male_single,none,3,savings,35,none,own,2,skilled,1,no,yes,bad
none,15,critical,car_new,5045,unknown,>=7,1,female,none,4,car,59,none,own,1,skilled,1,yes,yes,good
<0,18,critical,furniture,2124,<100,<4,4,female,none,4,real_estate,24,none,rent,2,skilled,1,no,yes,bad
<0,12,ok_til_now,television,2214,<100,<4,4,male_single,none,3,savings,24,none,own,1,unskilled,1,no,yes,good
none,21,critical,car_new,12680,unknown,>=7,4,male_single,none,4,unknown,30,none,free,1,management,1,yes,yes,bad
none,24,critical,car_new,2463,<500,<7,4,male_married,none,3,savings,27,none,own,2,skilled,1,yes,yes,good
<200,12,ok_til_now,television,1155,<100,>=7,3,male_married,guarantor,3,real_estate,40,bank,own,2,unskilled,1,no,yes,good
<0,30,ok_til_now,furniture,3108,<100,<1,2,male_divorced,none,4,savings,31,none,own,1,unskilled,1,no,yes,bad
none,10,ok_til_now,car_used,2901,unknown,<1,1,female,none,4,real_estate,31,none,rent,1,skilled,1,no,yes,good
<200,12,critical,furniture,3617,<100,>=7,1,male_single,none,4,car,28,none,rent,3,skilled,1,yes,yes,good
none,12,critical,television,1655,<100,>=7,2,male_single,none,4,real_estate,63,none,own,2,unskilled,1,yes,yes,good
<0,24,ok_til_now,car_used,2812,unknown,>=7,2,female,none,4,real_estate,26,none,rent,1,skilled,1,no,yes,good
<0,36,critical,education,8065,<100,<4,3,female,none,2,unknown,25,none,own,2,management,1,yes,yes,bad
none,21,critical,car_used,3275,<100,>=7,1,male_single,none,4,car,36,none,own,1,management,1,yes,yes,good
none,24,critical,television,2223,<500,>=7,4,male_single,none,4,savings,52,bank,own,2,skilled,1,no,yes,good
>=200,12,critical,car_new,1480,<1000,unemployed,2,male_single,none,4,unknown,66,bank,free,3,unemployed,1,no,yes,good
<0,24,ok_til_now,car_new,1371,unknown,<4,4,female,none,4,real_estate,25,none,rent,1,skilled,1,no,yes,bad
none,36,critical,car_new,3535,<100,<7,4,male_single,none,4,car,37,none,own,2,skilled,1,yes,yes,good
<0,18,ok_til_now,television,3509,<100,<7,4,female,guarantor,1,real_estate,25,none,own,1,skilled,1,no,yes,good
none,36,critical,car_used,5711,>=1000,>=7,4,male_single,none,2,car,38,none,own,2,management,1,yes,yes,good
<200,18,ok_til_now,repairs,3872,<100,unemployed,2,female,none,4,car,67,none,own,1,skilled,1,yes,yes,good
<200,39,critical,television,4933,<100,<7,2,male_single,guarantor,2,real_estate,25,none,own,2,skilled,1,no,yes,bad
none,24,critical,car_new,1940,>=1000,>=7,4,male_single,none,4,real_estate,60,none,own,1,skilled,1,yes,yes,good
<200,12,ok,retraining,1410,<100,<4,2,male_single,none,2,real_estate,31,none,own,1,unskilled,1,yes,yes,good
<200,12,ok_til_now,car_new,836,<500,<1,4,female,none,2,savings,23,bank,own,1,unskilled,1,no,yes,bad
<200,20,ok_til_now,car_used,6468,unknown,unemployed,1,male_divorced,none,4,real_estate,60,none,own,1,management,1,yes,yes,good
<200,18,ok_til_now,business,1941,>=1000,<4,4,male_single,none,2,savings,35,none,own,1,unskilled,1,yes,yes,good
none,22,ok_til_now,television,2675,<1000,>=7,3,male_single,none,4,car,40,none,own,1,skilled,1,no,yes,good
none,48,critical,car_used,2751,unknown,>=7,4,male_single,none,3,car,38,none,own,2,skilled,2,yes,yes,good
<200,48,past_delays,education,6224,<100,>=7,4,male_single,none,4,unknown,50,none,free,1,skilled,1,no,yes,bad
<0,40,critical,education,5998,<100,<4,4,male_single,none,3,unknown,27,bank,own,1,skilled,1,yes,yes,bad
<200,21,ok_til_now,business,1188,<100,>=7,2,female,none,4,savings,39,none,own,1,skilled,2,no,yes,bad
none,24,ok_til_now,car_used,6313,unknown,>=7,3,male_single,none,4,car,41,none,own,1,management,2,yes,yes,good
none,6,critical,furniture,1221,unknown,<4,1,male_married,none,2,savings,27,none,own,2,skilled,1,no,yes,good
>=200,24,ok_til_now,furniture,2892,<100,>=7,3,male_divorced,none,4,unknown,51,none,free,1,skilled,1,no,yes,good
none,24,ok_til_now,furniture,3062,<1000,>=7,4,male_single,none,3,unknown,32,none,rent,1,skilled,1,yes,yes,good
none,9,ok_til_now,furniture,2301,<500,<1,2,female,none,4,savings,22,none,rent,1,skilled,1,no,yes,good
<0,18,ok_til_now,car_used,7511,unknown,>=7,1,male_single,none,4,savings,51,none,free,1,skilled,2,yes,yes,bad
none,12,critical,furniture,1258,<100,<1,2,female,none,4,savings,22,none,rent,2,unskilled,1,no,yes,good
none,24,past_delays,car_new,717,unknown,>=7,4,male_married,none,4,car,54,none,own,2,skilled,1,yes,yes,good
<200,9,ok_til_now,car_new,1549,unknown,<1,4,male_single,none,2,real_estate,35,none,own,1,unemployed,1,no,yes,good
none,24,critical,education,1597,<100,>=7,4,male_single,none,4,unknown,54,none,free,2,skilled,2,no,yes,good
<200,18,critical,television,1795,<100,>=7,3,female,guarantor,4,real_estate,48,bank,rent,2,unskilled,1,yes,yes,good
<0,20,critical,furniture,4272,<100,>=7,1,female,none,4,savings,24,none,own,2,skilled,1,no,yes,good
none,12,critical,television,976,unknown,>=7,4,male_single,none,4,car,35,none,own,2,skilled,1,no,yes,good
<200,12,ok_til_now,car_new,7472,unknown,unemployed,1,female,none,2,real_estate,24,none,rent,1,unemployed,1,no,yes,good
<0,36,ok_til_now,car_new,9271,<100,<7,2,male_single,none,1,car,24,none,own,1,skilled,1,yes,yes,bad
<200,6,ok_til_now,television,590,<100,<1,3,male_married,none,3,real_estate,26,none,own,1,unskilled,1,no,no,good
none,12,critical,television,930,unknown,>=7,4,male_single,none,4,real_estate,65,none,own,4,skilled,1,no,yes,good
<200,42,ok_at_this_bank,car_used,9283,<100,unemployed,1,male_single,none,2,unknown,55,bank,free,1,management,1,yes,yes,good
<200,15,ok,car_new,1778,<100,<1,2,female,none,1,real_estate,26,none,rent,2,unemployed,1,no,yes,bad
<200,8,ok_til_now,business,907,<100,<1,3,male_married,none,2,real_estate,26,none,own,1,skilled,1,yes,yes,good
<200,6,ok_til_now,television,484,<100,<7,3,male_married,guarantor,3,real_estate,28,bank,own,1,unskilled,1,no,yes,good
<0,36,critical,car_used,9629,<100,<7,4,male_single,none,4,car,24,none,own,2,skilled,1,yes,yes,bad
<0,48,ok_til_now,appliances,3051,<100,<4,3,male_single,none,4,car,54,none,own,1,skilled,1,no,yes,bad
<0,48,ok_til_now,car_new,3931,<100,<7,4,male_single,none,4,unknown,46,none,free,1,skilled,2,no,yes,bad
<200,36,past_delays,car_new,7432,<100,<4,2,female,none,2,savings,54,none,rent,1,skilled,1,no,yes,good
none,6,ok_til_now,appliances,1338,<1000,<4,1,male_divorced,none,4,real_estate,62,none,own,1,skilled,1,no,yes,good
none,6,critical,television,1554,<100,<7,1,female,none,2,car,24,none,rent,2,skilled,1,yes,yes,good
<0,36,ok_til_now,others,15857,<100,unemployed,2,male_divorced,co,3,car,43,none,own,1,management,1,no,yes,good
<0,18,ok_til_now,television,1345,<100,<4,4,male_married,none,3,real_estate,26,bank,own,1,skilled,1,no,yes,bad
none,12,ok_til_now,car_new,1101,<100,<4,3,male_married,none,2,real_estate,27,none,own,2,skilled,1,yes,yes,good
>=200,12,ok_til_now,television,3016,<100,<4,3,male_married,none,1,car,24,none,own,1,skilled,1,no,yes,good
<0,36,ok_til_now,furniture,2712,<100,>=7,2,male_single,none,2,savings,41,bank,own,1,skilled,2,no,yes,bad
<0,8,critical,car_new,731,<100,>=7,4,male_single,none,4,real_estate,47,none,own,2,unskilled,1,no,yes,good
none,18,critical,furniture,3780,<100,<1,3,male_divorced,none,2,car,35,none,own,2,management,1,yes,yes,good
<0,21,critical,car_new,1602,<100,>=7,4,male_married,none,3,car,30,none,own,2,skilled,1,yes,yes,good
<0,18,critical,car_new,3966,<100,>=7,1,female,none,4,real_estate,33,bank,rent,3,skilled,1,yes,yes,bad
none,18,ok,business,4165,<100,<4,2,male_single,none,2,car,36,stores,own,2,skilled,2,no,yes,bad
<0,36,ok_til_now,car_used,8335,unknown,>=7,3,male_single,none,4,unknown,47,none,free,1,skilled,1,no,yes,bad
<200,48,past_delays,business,6681,unknown,<4,4,male_single,none,4,unknown,38,none,free,1,skilled,2,yes,yes,good
none,24,past_delays,business,2375,<1000,<4,4,male_single,none,2,car,44,none,own,2,skilled,2,yes,yes,good
<0,18,ok_til_now,car_new,1216,<100,<1,4,female,none,3,car,23,none,rent,1,skilled,1,yes,yes,bad
<0,45,ok,business,11816,<100,>=7,2,male_single,none,4,car,29,none,rent,2,skilled,1,no,yes,bad
<200,24,ok_til_now,television,5084,unknown,>=7,2,female,none,4,car,42,none,own,1,skilled,1,yes,yes,good
>=200,15,ok_til_now,television,2327,<100,<1,2,female,none,3,real_estate,25,none,own,1,unskilled,1,no,yes,bad
<0,12,ok,car_new,1082,<100,<4,4,male_single,none,4,car,48,bank,own,2,skilled,1,no,yes,bad
none,12,ok_til_now,television,886,unknown,<4,4,female,none,2,car,21,none,own,1,skilled,1,no,yes,good
none,4,ok_til_now,furniture,601,<100,<1,1,female,none,3,real_estate,23,none,rent,1,unskilled,2,no,yes,good
<0,24,critical,car_used,2957,<100,>=7,4,male_single,none,4,savings,63,none,own,2,skilled,1,yes,yes,good
none,24,critical,television,2611,<100,>=7,4,male_married,co,3,real_estate,46,none,own,2,skilled,1,no,yes,good
<0,36,ok_til_now,furniture,5179,<100,<7,4,male_single,none,2,savings,29,none,own,1,skilled,1,no,yes,bad
none,21,past_delays,car_used,2993,<100,<4,3,male_single,none,2,real_estate,28,stores,own,2,unskilled,1,no,yes,good
none,18,ok_til_now,repairs,1943,<100,<1,4,female,none,4,real_estate,23,none,own,1,skilled,1,no,yes,bad
none,24,ok_at_this_bank,business,1559,<100,<7,4,male_single,none,4,car,50,bank,own,1,skilled,1,yes,yes,good
none,18,ok_til_now,furniture,3422,<100,>=7,4,male_single,none,4,savings,47,bank,own,3,skilled,2,yes,yes,good
<200,21,ok_til_now,furniture,3976,unknown,<7,2,male_single,none,3,car,35,none,own,1,skilled,1,yes,yes,good
none,18,ok_til_now,car_new,6761,unknown,<4,2,male_single,none,4,car,68,none,rent,2,skilled,1,no,yes,bad
none,24,ok_til_now,car_new,1249,<100,<1,4,male_married,none,2,real_estate,28,none,own,1,skilled,1,no,yes,good
<0,9,ok_til_now,television,1364,<100,<7,3,male_single,none,4,real_estate,59,none,own,1,skilled,1,no,yes,good
<0,12,ok_til_now,television,709,<100,>=7,4,male_single,none,4,real_estate,57,stores,own,1,unskilled,1,no,yes,bad
<0,20,critical,car_new,2235,<100,<4,4,male_married,guarantor,2,savings,33,bank,rent,2,skilled,1,no,no,bad
none,24,critical,car_used,4042,unknown,<7,3,male_single,none,4,savings,43,none,own,2,skilled,1,yes,yes,good
none,15,critical,television,1471,<100,<4,4,male_single,none,4,unknown,35,none,free,2,skilled,1,yes,yes,good
<0,18,ok_at_this_bank,car_new,1442,<100,<7,4,male_single,none,4,unknown,32,none,free,2,unskilled,2,no,yes,bad
none,36,past_delays,car_new,10875,<100,>=7,2,male_single,none,2,car,45,none,own,2,skilled,2,yes,yes,good
none,24,ok_til_now,car_new,1474,<500,<1,4,male_married,none,3,real_estate,33,none,own,1,skilled,1,yes,yes,good
none,10,ok_til_now,retraining,894,unknown,<7,4,female,none,3,savings,40,none,own,1,skilled,1,yes,yes,good
none,15,critical,furniture,3343,<100,<4,4,male_single,none,2,unknown,28,none,free,1,skilled,1,yes,yes,good
<0,15,ok_til_now,car_new,3959,<100,<4,3,female,none,2,savings,29,none,own,1,skilled,1,yes,yes,bad
none,9,ok_til_now,car_new,3577,<500,<4,1,male_single,guarantor,2,real_estate,26,none,rent,1,skilled,2,no,no,good
none,24,critical,car_used,5804,>=1000,<4,4,male_single,none,2,real_estate,27,none,own,2,skilled,1,no,yes,good
none,18,past_delays,business,2169,<100,<4,4,male_married,none,2,car,28,none,own,1,skilled,1,yes,yes,bad
<0,24,ok_til_now,television,2439,<100,<1,4,female,none,4,real_estate,35,none,own,1,skilled,1,yes,yes,bad
none,27,critical,furniture,4526,>=1000,<1,4,male_single,none,2,real_estate,32,stores,own,2,unskilled,2,yes,yes,good
none,10,ok_til_now,furniture,2210,<100,<4,2,male_single,none,2,real_estate,25,bank,rent,1,unskilled,1,no,yes,bad
none,15,ok_til_now,furniture,2221,<1000,<4,2,female,none,4,car,20,none,rent,1,skilled,1,no,yes,good
<0,18,ok_til_now,television,2389,<100,<1,4,female,none,1,car,27,stores,own,1,skilled,1,no,yes,good
none,12,critical,furniture,3331,<100,>=7,2,male_single,none,4,savings,42,stores,own,1,skilled,1,no,yes,good
none,36,ok_til_now,business,7409,unknown,>=7,3,male_single,none,2,savings,37,none,own,2,skilled,1,no,yes,good
<0,12,ok_til_now,furniture,652,<100,>=7,4,female,none,4,savings,24,none,rent,1,skilled,1,no,yes,good
none,36,past_delays,furniture,7678,<1000,<7,2,female,none,4,car,40,none,own,2,skilled,1,yes,yes,good
>=200,6,critical,car_new,1343,<100,>=7,1,male_single,none,4,real_estate,46,none,own,2,skilled,2,no,no,good
<0,24,critical,business,1382,<500,<7,4,male_single,none,1,real_estate,26,none,own,2,skilled,1,yes,yes,good
none,15,ok_til_now,appliances,874,unknown,<1,4,female,none,1,real_estate,24,none,own,1,skilled,1,no,yes,good
<0,12,ok_til_now,furniture,3590,<100,<4,2,male_single,co,2,savings,29,none,own,1,unskilled,2,no,yes,good
<200,11,critical,car_new,1322,>=1000,<4,4,female,none,4,car,40,none,own,2,skilled,1,no,yes,good
<0,18,ok_at_this_bank,television,1940,<100,<1,3,male_single,co,4,unknown,36,bank,free,1,management,1,yes,yes,good
none,36,ok_til_now,television,3595,<100,>=7,4,male_single,none,2,car,28,none,own,1,skilled,1,no,yes,good
<0,9,ok_til_now,car_new,1422,<100,<1,3,male_single,none,2,unknown,27,none,free,1,management,1,yes,yes,bad
none,30,critical,television,6742,unknown,<7,2,male_single,none,3,savings,36,none,own,2,skilled,1,no,yes,good
none,24,ok_til_now,car_used,7814,<100,<7,3,male_single,none,3,car,38,none,own,1,management,1,yes,yes,good
none,24,ok_til_now,car_used,9277,unknown,<4,2,male_divorced,none,4,unknown,48,none,free,1,skilled,1,yes,yes,good
<200,30,critical,car_new,2181,unknown,>=7,4,male_single,none,4,real_estate,36,none,own,2,skilled,1,no,yes,good
none,18,critical,television,1098,<100,unemployed,4,female,none,4,car,65,none,own,2,unemployed,1,no,yes,good
<200,24,ok_til_now,furniture,4057,<100,<7,3,male_divorced,none,3,car,43,none,own,1,skilled,1,yes,yes,bad
<0,12,ok_til_now,education,795,<100,<1,4,female,none,4,savings,53,none,own,1,skilled,1,no,yes,bad
<200,24,critical,business,2825,unknown,<7,4,male_single,none,3,unknown,34,none,own,2,skilled,2,yes,yes,good
<200,48,ok_til_now,business,15672,<100,<4,2,male_single,none,2,car,23,none,own,1,skilled,1,yes,yes,bad
none,36,critical,car_new,6614,<100,>=7,4,male_single,none,4,car,34,none,own,2,management,1,yes,yes,good
none,28,ok_at_this_bank,car_used,7824,unknown,<1,3,male_single,guarantor,4,real_estate,40,bank,rent,2,skilled,2,yes,yes,good
<0,27,critical,business,2442,<100,>=7,4,male_single,none,4,car,43,stores,own,4,management,2,yes,yes,good
none,15,critical,television,1829,<100,>=7,4,male_single,none,4,car,46,none,own,2,skilled,1,yes,yes,good
<0,12,critical,car_new,2171,<100,<4,4,male_single,none,4,savings,38,bank,own,2,unskilled,1,no,no,good
<200,36,critical,car_used,5800,<100,<4,3,male_single,none,4,car,34,none,own,2,skilled,1,yes,yes,good
none,18,critical,television,1169,unknown,<4,4,male_single,none,3,savings,29,none,own,2,skilled,1,yes,yes,good
none,36,past_delays,car_used,8947,unknown,<7,3,male_single,none,2,car,31,stores,own,1,management,2,yes,yes,good
<0,21,ok_til_now,television,2606,<100,<1,4,female,none,4,savings,28,none,rent,1,management,1,yes,yes,good
none,12,critical,furniture,1592,>=1000,<7,3,female,none,2,savings,35,none,own,1,skilled,1,no,no,good
none,15,ok_til_now,furniture,2186,unknown,<7,1,female,none,4,real_estate,33,bank,rent,1,unskilled,1,no,yes,good
<0,18,ok_til_now,furniture,4153,<100,<4,2,male_single,co,3,car,42,none,own,1,skilled,1,no,yes,bad
<0,16,critical,car_new,2625,<100,>=7,2,male_single,guarantor,4,savings,43,bank,rent,1,skilled,1,yes,yes,bad
none,20,critical,car_new,3485,unknown,<1,2,male_divorced,none,4,real_estate,44,none,own,2,skilled,1,yes,yes,good
none,36,critical,car_used,10477,unknown,>=7,2,male_single,none,4,unknown,42,none,free,2,skilled,1,no,yes,good
none,15,ok_til_now,television,1386,unknown,<4,4,male_married,none,2,real_estate,40,none,rent,1,skilled,1,yes,yes,good
none,24,ok_til_now,television,1278,<100,>=7,4,male_single,none,1,real_estate,36,none,own,1,management,1,yes,yes,good
<0,12,ok_til_now,television,1107,<100,<4,2,male_single,none,2,real_estate,20,none,rent,1,management,2,yes,yes,good
<0,21,ok_til_now,car_new,3763,unknown,<7,2,male_single,co,2,real_estate,24,none,own,1,unskilled,1,no,no,good
<200,36,ok_til_now,education,3711,unknown,<4,2,male_married,none,2,car,27,none,own,1,skilled,1,no,yes,good
none,15,past_delays,car_used,3594,<100,<1,1,female,none,2,savings,46,none,own,2,unskilled,1,no,yes,good
<200,9,ok_til_now,car_new,3195,unknown,<4,1,female,none,2,real_estate,33,none,own,1,unskilled,1,no,yes,good
