custid,region,townsize,gender,age,agecat,ed,edcat,income,debtinc,churn
0967-QDJNGL-30V,4,4,1,51,5,12,2,52,1.7,0
0718-JLNUTY-R9X,3,5,0,33,3,15,3,76,6.2,0
1276-WYEMRN-BP6,5,3,1,76,6,15,3,39,18.8,1
0550-RZEUTR-978,5,5,1,36,4,17,4,30,11.5,1
2728-IVRGQO-IPZ,5,1,1,47,4,14,2,65,29.3,0
9744-IIOOQN-C6R,3,3,0,48,4,15,3,24,14.3,0
5040-CLPJWX-5TO,1,1,0,71,6,17,4,103,3.6,0
3699-ZFILHX-5WP,4,3,0,63,5,15,3,44,7.5,0
8991-KZUKTA-H55,3,1,1,68,6,14,2,9,19.6,0
7576-YDRPDI-5L0,5,3,1,69,6,21,5,12,3.2,0
2288-RENDWA-WQQ,1,2,1,39,4,9,1,20,8.9,0
6489-LCSMYS-9G1,5,4,0,31,3,16,3,31,23.3,0
7844-UWFOPS-U1S,3,1,0,43,4,16,3,92,6.9,0
9876-FBGIGP-VL3,1,4,0,32,3,12,2,26,5.3,0
9043-MHPGSN-SE1,5,2,0,26,3,15,3,32,4.1,0
6613-IIXGXL-LHF,4,4,0,70,6,15,3,27,12.8,0
7524-HPTQJM-SOS,3,1,1,47,4,13,2,113,11.1,0
4637-FNDPRW-GMA,4,1,1,78,6,9,1,35,2.6,0
6158-MAYKTG-TE4,1,2,0,18,2,13,2,13,11.5,1
7675-HUOAAV-4L0,3,2,1,62,5,14,2,62,9.3,0
9428-RJROQX-SET,4,4,1,34,3,11,1,23,12,0
2082-VWNHYB-KNG,1,2,0,26,3,11,1,24,18.5,0
8934-HFHAKV-H2L,4,1,0,37,4,18,4,65,5.9,0
1909-LZTQBC-0D7,3,2,0,22,2,17,4,19,2,0
1618-XLOREQ-Q4Y,4,4,0,75,6,10,1,9,4.2,0
7126-ILFAMY-PP2,1,1,1,30,3,13,2,50,10.1,0
6428-RXOYFV-DHO,1,2,1,53,5,19,4,192,14.3,0
2727-QLKEXR-NSO,3,2,1,27,3,17,4,53,6.9,1
8220-CFTXTM-GNK,1,1,0,40,4,11,1,35,15.2,0
7495-PRHWVG-ZVM,2,1,1,79,6,12,2,56,9.5,0
2745-RNCJOU-ERZ,3,1,0,50,5,13,2,142,8.1,0
6272-XHEHQD-H5E,5,3,1,32,3,15,3,30,11.9,1
6745-XOSOPD-7QB,3,5,0,35,4,16,3,19,5.4,0
3345-ECUNPH-BRC,3,4,0,56,5,11,1,35,6.8,1
9806-FPJFJU-VT8,1,2,0,24,2,11,1,15,13.8,0
1682-XDZYGW-C0V,4,5,0,63,5,9,1,31,22,0
9482-DUHRYC-8XB,4,2,0,50,5,12,2,27,5.9,1
8752-ILSFDO-GD9,1,1,0,62,5,19,4,27,3.4,0
4995-LHPQCW-XK1,4,2,1,67,6,12,2,193,24.4,0
5786-JJYPPE-HFO,4,4,1,47,4,15,3,39,0.9,0
9621-GVBWNE-B55,1,1,0,36,4,20,5,46,6.9,0
8133-JPYKOC-BOA,1,4,0,52,5,16,3,79,29.2,0
8086-EYIICX-HYF,4,4,0,26,3,14,2,32,8.9,1
7472-APJCOH-8H7,3,1,1,30,3,15,3,46,15.9,0
5538-MQIWAV-SZJ,2,1,1,42,4,17,4,202,10.1,1
4287-JVUYUU-1CQ,3,1,1,24,2,19,4,20,1.6,0
0474-WEIVTV-8R5,1,4,1,48,4,16,3,94,8.7,0
5471-GBNZIE-DXZ,3,1,0,65,6,13,2,142,13.3,0
9873-WQTSZT-XNM,5,2,0,37,4,17,4,21,10,1
9274-WMSVYS-8MF,5,5,0,41,4,20,5,67,8.4,0
4222-SYMXWB-PI0,2,3,0,73,6,10,1,9,5.7,0
9509-TWYLDW-KW9,5,2,0,77,6,10,1,12,11.8,0
5170-CWVIZN-JJK,1,1,0,79,6,14,2,21,14.8,0
4694-ZQOGHO-5NZ,5,5,0,47,4,20,5,76,7,1
7445-PDSUIT-GQ9,5,2,1,30,3,20,5,46,8.7,1
0937-WRGIIM-2QW,4,4,1,26,3,11,1,22,12.3,1
9647-ZVHKCG-MXR,5,4,1,38,4,20,5,34,6,1
5946-TXEIJU-A2L,3,1,0,65,6,18,4,57,0.1,1
1699-DODRBN-UUJ,3,3,0,22,2,13,2,36,15.4,0
7727-CBFLVV-MUW,2,2,1,73,6,14,2,14,5.4,0
0880-QQGCEQ-8O2,5,5,1,52,5,16,3,46,3.3,0
1386-HYBNQI-7UZ,3,2,1,61,5,10,1,123,3.5,0
3280-RLJPCC-KSZ,1,1,0,74,6,10,1,36,8.3,0
6912-AWUQTC-MGN,2,3,0,26,3,10,1,27,5.8,1
1937-RPSMUC-MG4,4,3,0,62,5,11,1,157,11.3,0
4802-SSTLBG-RCC,3,1,0,19,2,12,2,16,13,1
3423-BXFHPT-GPZ,5,2,0,67,6,11,1,68,18.3,0
5491-LGPCCS-9AV,5,5,0,42,4,12,2,29,26.4,1
3459-ZJAVNI-CY9,2,2,0,23,2,18,4,61,6,1
2012-JKFDFH-E4N,5,5,1,56,5,17,4,129,0.4,0
5745-RVDSFL-9KO,3,1,1,70,6,16,3,72,6.6,0
8642-OQPPOH-ANY,2,2,0,22,2,17,4,21,18,0
7143-JRRAQA-EZ5,3,2,1,23,2,13,2,26,20.9,1
8138-BMCTXB-B2A,2,1,1,37,4,13,2,76,11,1
5504-BLDWOO-GFH,1,1,1,29,3,16,3,46,3,0
4381-DVQONV-5D9,2,4,0,74,6,8,1,48,10.5,0
0902-YHBCII-FN1,1,3,1,35,4,8,1,35,6.7,0
6748-SPDOSP-5FK,5,3,0,63,5,15,3,47,8.1,0
9671-WTYPVQ-HYH,1,3,0,32,3,14,2,22,18.7,1
9052-OTJSXS-DGW,5,5,1,28,3,15,3,28,7.3,0
8180-JVQZIH-2FR,1,1,0,38,4,15,3,65,12.3,1
5001-GVAUYC-SDL,1,4,1,34,3,14,2,30,15.6,0
8584-WFWZMU-7MD,1,2,1,64,5,19,4,11,7.2,0
6765-FEIEKD-M1L,2,1,0,69,6,16,3,11,10.5,0
6957-RWZCLU-PDD,4,3,0,33,3,16,3,42,11.9,1
8147-UHXWLY-E0E,1,1,1,70,6,9,1,9,17.4,0
0140-CCGMEW-LAS,5,3,1,23,2,17,4,26,7.4,1
8458-ZNONLP-7AN,5,4,0,23,2,13,2,24,13.6,0
0771-LRAAQG-O19,1,1,0,47,4,18,4,31,8.5,0
8199-MOWDXQ-I84,3,3,1,58,5,18,4,77,15.3,0
3681-CUNOXM-OU5,1,1,0,72,6,11,1,42,10.9,0
8396-BZWCUW-L65,2,5,0,37,4,14,2,27,12.5,1
2029-UWAXQR-GJC,1,3,1,72,6,12,2,191,9.7,0
0255-GKHBCO-T2C,1,1,0,66,6,10,1,10,2,0
5606-TKRKFE-DMZ,1,3,1,52,5,17,4,116,7,0
1083-CDPIPL-6WB,1,1,1,31,3,19,4,15,5,1
4565-XBULTL-4TI,4,5,1,42,4,16,3,97,4.2,0
0144-YKOEQZ-47I,3,3,0,25,3,17,4,66,6.1,0
7915-XTMPOV-KMN,1,1,1,48,4,18,4,46,6.3,0
3451-IFSLIR-IY6,3,4,1,44,4,16,3,70,4.4,0
1279-NZUIEV-QK5,3,1,0,49,4,13,2,31,4.2,0
1324-NCYPKT-S21,2,3,1,70,6,20,5,66,15.6,0
7406-DHAGWP-Q8N,4,2,1,24,2,8,1,17,5.9,0
7270-VFFKKK-IA4,1,4,0,47,4,19,4,76,18.8,1
1544-QTSJCY-A59,2,3,0,36,4,18,4,97,3.9,1
4959-NYYXHA-GMN,2,5,1,23,2,16,3,35,20.3,1
0490-NIIOCS-NBA,3,2,0,33,3,18,4,66,8.3,0
8127-XWSRLA-YJH,1,2,0,56,5,10,1,157,10.8,0
6592-GQOCBM-JTY,2,2,1,78,6,17,4,14,9.3,1
1065-BWJXYQ-V5E,2,1,1,49,4,7,1,21,7.3,0
6618-NDOUFC-UPO,4,4,0,52,5,17,4,38,7,0
7165-XBBEDL-H2Y,5,5,0,61,5,17,4,10,18.4,0
5645-HXJQGX-G5C,1,3,1,21,2,15,3,24,16,0
3205-RLFANE-F8N,2,3,0,25,3,12,2,19,4.8,0
0639-AWCJZD-NVF,1,2,1,70,6,13,2,9,15.1,0
5108-FDPWWG-WO0,2,2,1,63,5,15,3,49,14.1,0
0342-ZGHGJT-9OL,2,4,1,33,3,14,2,31,7.8,1
1889-TEMGVP-F4B,2,3,1,58,5,12,2,44,4.1,0
7452-LHMCQF-Q3J,1,1,1,76,6,11,1,9,3.1,0
1123-TFVLIA-C6F,1,1,1,79,6,21,5,9,13.4,0
4050-QDYQAT-KRZ,4,5,0,36,4,15,3,39,8,0
6738-QPDWSF-94T,5,2,1,43,4,17,4,115,19.8,0
5818-QGNWFO-WG9,4,2,0,33,3,14,2,36,5.2,0
4127-FXKNGV-3HP,3,3,1,44,4,11,1,62,5.3,0
1226-LBGDPO-XZ6,4,2,0,71,6,11,1,11,4.7,0
1185-HDYZLU-09O,5,4,1,68,6,11,1,11,3.6,0
6572-WBWIQP-FTE,3,3,1,57,5,13,2,29,3.5,1
0740-RKMLMA-841,1,4,0,41,4,14,2,17,15.1,0
1387-YTTEPG-UWM,5,5,0,66,6,13,2,18,16.6,0
2726-JQACBX-VTZ,3,4,0,31,3,12,2,27,6.3,0
6495-YYHFOG-2ZD,3,2,1,61,5,18,4,274,5.4,0
6082-ZTDRNG-W1I,4,4,0,33,3,17,4,40,5,0
8590-ODBHMF-7EP,5,4,1,29,3,19,4,16,2.6,0
4113-SDMMYG-G8Z,5,5,0,35,4,20,5,235,1.8,0
9246-LLUDZC-NK7,5,3,1,19,2,14,2,23,10.7,0
1707-MZDKNH-2Y0,4,5,0,21,2,16,3,16,2.5,0
7898-VVDOKL-C9F,2,2,1,42,4,15,3,38,5,0
4744-PXITHF-915,5,2,0,64,5,15,3,90,7.5,0
3120-WKGJZA-3O5,5,3,0,58,5,15,3,75,8.5,0
6454-DJXEDN-YR3,5,5,1,43,4,22,5,35,12.6,0
0721-UPHBYA-KDA,2,1,1,50,5,9,1,25,2.4,0
4706-MHDIDJ-AN6,3,2,1,74,6,19,4,27,2.6,0
1181-IYWSXJ-S0C,1,1,1,28,3,10,1,25,9,0
1541-VVBZZE-2V2,1,2,1,65,6,8,1,125,6.1,0
8632-GOCPQE-72H,1,5,0,65,6,18,4,36,19.8,0
9402-KGKHDE-WVK,3,1,1,58,5,10,1,76,5.9,0
4450-XGEADS-DGC,2,1,1,29,3,15,3,45,4.9,0
1866-CKCXLR-VFF,4,4,1,40,4,18,4,84,2.9,0
0417-AAEGSX-04Q,1,3,1,28,3,11,1,25,12.8,0
2432-GMKJZY-WRF,4,4,1,38,4,14,2,31,7.7,0
7305-NXHYEK-ON9,5,1,1,37,4,19,4,84,17.4,1
9953-WBREQG-X9M,3,2,1,42,4,19,4,59,22.4,1
4001-AOWFME-CMG,3,3,1,31,3,17,4,152,21.5,0
5334-ZONESS-G7E,2,1,0,43,4,18,4,142,4,0
0900-YMDOLS-JXB,3,3,0,48,4,11,1,80,6.4,0
9784-YBTNDX-GDJ,1,5,1,38,4,17,4,26,6.1,0
4178-MOLGSG-0HA,1,1,0,51,5,15,3,151,5.4,0
7510-GBZSHE-YEY,3,1,0,36,4,19,4,47,15.5,1
3417-OSBVCO-THV,2,3,1,26,3,20,5,31,8.3,1
3701-JVVYQP-0NB,2,2,1,71,6,12,2,31,4.9,0
9297-HQVEUE-27S,5,4,0,54,5,14,2,75,12.2,0
3759-NJNISE-MZD,4,2,0,23,2,14,2,23,6.2,1
6618-VYIFIC-4GS,5,5,0,59,5,14,2,56,3.2,0
8602-EFMEHA-L7G,2,1,0,44,4,16,3,74,10.2,1
1396-PZLGFC-LGF,1,1,1,79,6,17,4,18,6.9,0
3089-JEPOZU-08S,3,1,1,43,4,16,3,203,11.8,1
0214-ZEXCAK-747,5,5,1,59,5,18,4,18,5.8,0
2001-PQRNIW-35X,2,1,0,79,6,19,4,159,6.1,0
1252-QTHRSG-RSZ,4,4,0,44,4,12,2,41,16,0
4591-JGMXKX-4JY,2,2,1,35,4,11,1,40,6.6,0
9408-BETJHC-E3P,4,3,0,64,5,9,1,52,0.5,0
0531-HLUVAC-424,3,5,0,21,2,10,1,32,11.2,1
7258-EITHCE-LTC,1,1,0,49,4,12,2,51,19.3,1
3575-PFXTFH-GC8,3,2,0,70,6,14,2,128,7.2,0
3248-BOHSKN-12L,2,1,0,53,5,16,3,53,9.5,1
0216-HRADQP-WS4,2,4,0,29,3,11,1,52,7.7,0
8530-UFAWAZ-9DK,5,3,1,49,4,12,2,108,15,0
9756-ZVYPOX-JIM,4,2,1,25,3,12,2,28,7.4,0
4150-YPGHUS-A59,1,2,1,32,3,12,2,25,17.3,0
7852-XHVHXE-S8D,3,2,0,32,3,12,2,43,1.5,0
8171-TBOJEM-5KE,2,1,0,29,3,15,3,27,5.9,0
8945-DFYLDV-HE9,4,1,0,20,2,15,3,15,15.5,1
1522-RFXLTU-173,5,3,0,59,5,10,1,40,3.1,0
5963-HLGPAN-XZX,4,1,0,54,5,14,2,79,8,0
7774-GNFZTN-SJR,5,4,0,67,6,9,1,20,20.1,0
6099-XKIMSD-LAH,1,1,1,45,4,16,3,141,15.8,0
1890-HNWCEI-0ZL,4,1,0,69,6,11,1,53,10.2,0
7932-GMZJZV-P12,1,1,1,53,5,14,2,64,8.2,0
5507-EJEVSW-2QX,1,1,0,67,6,18,4,110,14,0
5489-JDEHRQ-314,2,3,0,62,5,10,1,84,9.6,0
6395-NQKEME-E6N,2,2,1,37,4,16,3,64,5.4,1
2289-LJGECZ-2ZM,1,3,0,29,3,17,4,25,22.8,0
0871-BNHGXE-S85,2,1,0,39,4,22,5,61,11.5,1
7321-QQOGGJ-OSE,4,2,1,45,4,13,2,31,4.4,1
5569-YTISZR-M2O,2,1,1,31,3,12,2,61,6.7,0
6152-KPRGTZ-ZVJ,5,5,0,18,2,11,1,17,3.1,0
9800-TSVDJH-FJX,2,1,0,62,5,21,5,250,9.9,0
3589-CAYBPB-PS0,1,1,1,62,5,10,1,55,12.4,0
1238-AJDOQQ-RYL,3,2,0,36,4,19,4,71,10.4,0
3886-TMAJOL-WXW,3,1,1,52,5,18,4,77,11.9,1
6320-XCYEGF-4VT,2,3,0,29,3,13,2,24,10.2,0
1906-NRWEYB-E31,5,4,1,50,5,10,1,33,18.8,0
7557-KXMZNV-PU3,2,2,1,40,4,19,4,31,0.8,0
2521-BKEFER-MS1,3,1,0,79,6,14,2,9,13,0
6605-HMUAQX-UP2,4,5,1,20,2,15,3,17,11.5,0
9955-CVMUZH-O6X,5,1,1,63,5,14,2,41,4.8,0
0066-PXANVZ-DFW,4,4,0,69,6,10,1,15,2.1,0
2172-GUETOD-J7Z,1,1,1,36,4,16,3,28,8.1,1
0209-YYAIJN-RVU,4,3,1,70,6,13,2,16,11.1,0
6496-YKBPWT-QSZ,4,2,1,69,6,13,2,96,6.4,0
8580-NWOECM-8O1,5,4,0,53,5,12,2,32,9,0
2897-SQTLBT-DO7,5,5,0,75,6,18,4,15,3.6,0
8512-RRDZYC-GKB,1,1,1,67,6,19,4,30,31.6,0
9268-EGPXPL-52P,3,2,1,23,2,17,4,22,17.9,0
6036-DCOPOQ-ZGH,5,1,1,65,6,9,1,30,11.3,0
1518-USSGDF-5HT,4,5,0,22,2,17,4,34,11.7,0
7374-ZDEGRQ-AQ3,5,5,1,27,3,10,1,25,12.7,0
7108-GCYNDW-XU0,4,4,1,35,4,14,2,40,4.8,0
3557-SBVNER-SYE,2,2,1,38,4,17,4,45,3.9,1
5534-HASUJQ-Q8D,1,2,1,29,3,16,3,59,8.1,1
7991-ZUYIPT-RFE,1,3,0,22,2,17,4,33,14.9,0
9968-VJKTZG-NNZ,5,3,0,49,4,14,2,46,1.1,0
1216-WSOBDB-69I,3,1,1,47,4,17,4,71,3.6,0
4842-BJNNVJ-ZPB,1,5,1,71,6,14,2,49,16,1
0024-UQUVXG-79W,1,1,0,26,3,21,5,125,8.6,0
1100-XGRFKL-MO7,4,3,0,39,4,12,2,43,14.1,1
2908-KXQYHB-USZ,2,1,1,70,6,13,2,11,8.7,0
3236-TRSCFR-D94,3,1,0,68,6,13,2,43,5.7,0
3705-WGWJYH-PDR,3,5,0,34,3,19,4,24,2.2,1
0539-PCXWPK-UHA,5,5,1,56,5,18,4,31,2.9,0
0432-HSXSTK-GUM,3,2,1,70,6,16,3,95,8,0
5514-VQRIBQ-67J,3,1,1,40,4,19,4,25,13.3,0
6292-NRQEAR-DJ2,1,4,1,44,4,14,2,80,0.4,1
4119-CVVRLR-GX5,4,4,0,34,3,13,2,29,0.5,0
6312-ESUBSO-2JB,3,3,0,48,4,16,3,86,6.1,0
3301-QNFJQS-QOS,3,4,1,20,2,14,2,17,16.3,1
7712-CRYKYM-PWK,2,4,1,78,6,9,1,12,13.1,0
7499-JIRMYX-EU7,3,5,0,70,6,12,2,20,3.2,0
3615-TLLDOM-3IM,5,5,1,27,3,15,3,40,14.6,1
6543-FOJEQC-NLV,4,5,0,69,6,18,4,29,11.3,1
7905-XHHBUD-Z8U,2,5,0,33,3,11,1,33,3.2,0
2610-YGEKFL-GHX,3,2,1,63,5,11,1,41,3.9,0
1930-FVKBNA-ZNU,3,1,0,58,5,17,4,42,8.3,1
0958-RBGAWF-RK3,5,4,1,31,3,19,4,21,24.7,1
1917-XSFHUJ-81B,3,2,0,28,3,16,3,30,1.3,0
3493-KLVGST-NJE,4,1,0,78,6,13,2,56,7.3,0
0609-DBWPTV-Y6C,4,2,1,31,3,19,4,21,3.2,1
5142-LSPSGF-YV3,2,3,1,31,3,20,5,37,7.6,0
3925-TLDSPA-F84,4,1,0,76,6,6,1,16,4.9,0
7910-TEZCWO-7AN,1,3,0,25,3,16,3,31,1.5,0
1383-AGUJAQ-A6E,1,1,1,36,4,17,4,100,4.6,0
2759-ISJTJL-ZCJ,4,3,0,46,4,13,2,67,4,1
7150-VIJPXR-SP5,4,4,0,18,2,13,2,19,7.8,0
7951-FEZLEW-P7K,4,3,1,30,3,14,2,58,17.7,0
4686-ZUITAG-JEE,3,2,1,66,6,16,3,396,20.4,0
3606-RKGUFR-ZO5,2,1,1,72,6,19,4,11,6.7,1
3683-KFUDQK-1LJ,1,1,1,56,5,22,5,175,9.8,0
8660-WIUHTN-TO5,2,1,0,76,6,16,3,20,27.9,0
5554-NCBAIT-OK4,2,1,0,56,5,17,4,143,17.6,0
0930-WZBNZG-WXV,3,3,0,22,2,17,4,51,4.6,1
0409-MMPGJY-ECA,1,1,1,60,5,12,2,79,7.7,0
2786-NHGXMF-0VU,2,1,0,72,6,11,1,15,19.1,0
3037-ZAKGGU-GUX,1,1,1,45,4,12,2,30,12.3,0
4571-MBLHIB-1ZE,1,2,0,64,5,18,4,11,10.2,0
1675-ZSDHUC-5RU,1,4,0,37,4,10,1,48,23.1,0
0457-JOTWMX-KQ8,4,3,1,23,2,10,1,35,4.5,0
6454-TVHUWZ-YHM,2,1,1,53,5,15,3,48,4.4,1
7336-WDTOCJ-6YM,3,3,0,59,5,12,2,169,2,0
7720-YNWDAG-BCS,1,1,0,41,4,19,4,273,19.8,0
4003-MTVCZU-947,5,3,1,65,6,8,1,10,10,0
8133-AZJKWE-L8A,4,1,0,75,6,19,4,11,5.4,0
2948-XNJSMA-1VR,5,4,0,25,3,20,5,27,16.1,1
5920-UHJBDC-927,3,2,1,25,3,17,4,24,13.4,0
7233-WFPRYL-RUO,1,1,0,27,3,16,3,44,5.9,1
8475-BZYGMZ-T83,1,1,1,38,4,15,3,42,4.6,0
2447-HFNELF-0ZS,4,3,1,72,6,9,1,9,9.6,0
1535-WQQNZE-Y0M,5,4,0,35,4,14,2,34,1.9,0
0532-SLEYXU-Q3Y,3,1,1,52,5,15,3,76,22.6,0
4051-ZFNLDY-SAH,3,1,1,22,2,14,2,33,5.4,0
1433-UGBLZP-ZRQ,3,2,0,78,6,19,4,10,12.8,1
1836-EZLELE-1RD,2,1,1,52,5,22,5,35,9.7,0
3916-NWERMD-49E,5,5,1,77,6,17,4,35,20,0
7538-FFAWBT-ZCE,2,2,1,45,4,21,5,215,17.3,1
7896-NRGKAL-CX3,3,3,1,79,6,10,1,9,13.8,0
5252-VCMHWS-YAY,3,2,0,38,4,14,2,59,27.1,0
6769-JJLIDF-947,3,2,0,34,3,19,4,41,9.6,0
3041-CFQIHA-0PK,3,5,1,68,6,8,1,18,2,0
4781-EJROCZ-AWL,3,4,1,61,5,20,5,115,10.6,1
2921-DTOPPT-VTK,3,1,1,55,5,18,4,217,2.9,1
8823-OHFZTW-1VO,4,1,1,37,4,17,4,37,11.4,0
9924-PVEYVX-VBS,5,4,1,38,4,9,1,32,5.7,0
8685-HTXFEY-GTL,1,1,0,79,6,9,1,13,0.5,0
4441-EWQOTK-QSQ,5,2,0,50,5,15,3,72,9.7,0
2565-TQCKTW-KEK,5,4,1,52,5,14,2,80,11,0
5072-BTZWQR-C58,2,3,1,36,4,17,4,45,11.9,0
4699-UUYJVC-WQ2,1,3,0,79,6,10,1,9,16.3,0
5454-ZOHFBJ-M9C,5,1,0,37,4,17,4,39,5.1,0
2066-HGNCKH-MN1,2,1,1,72,6,14,2,40,4.8,0
9528-AHOUXQ-SI4,4,5,1,21,2,10,1,20,2.5,0
1079-FSEZJD-9HG,2,1,1,19,2,14,2,27,23.1,0
9442-PZDUNS-T90,4,5,1,59,5,20,5,42,8.2,0
3492-PWKNLU-J0U,3,1,0,57,5,7,1,62,10.5,0
4574-CFECWQ-FGC,1,2,1,43,4,13,2,88,10.4,0
1783-GEOTHA-HSY,4,2,1,29,3,16,3,43,14.1,1
3103-RGSGKW-BUM,1,1,0,54,5,12,2,135,13.1,0
0179-BHZVEV-IQQ,4,1,0,36,4,10,1,47,4.8,0
7994-NNQEKJ-QCG,2,1,0,46,4,19,4,70,6.4,1
3510-SCQMLN-3ZJ,5,2,1,72,6,11,1,133,4.1,0
0247-ATNXAU-WWD,2,4,1,73,6,13,2,21,9.5,0
2386-ROTZOT-GI4,5,3,0,62,5,13,2,83,15.8,0
8155-YCUMMM-0EV,4,1,0,74,6,16,3,106,12.6,0
2137-BSQPGJ-AJN,2,2,1,59,5,15,3,17,5.4,0
1361-JXVBMV-6B8,4,1,0,24,2,14,2,27,7.8,0
9904-DDOTQN-H21,3,3,1,31,3,17,4,35,28.9,1
6395-GZWGYI-BGW,3,4,0,33,3,19,4,82,6.2,1
5452-XSCDBZ-XZE,3,3,1,50,5,15,3,69,8.8,0
6537-NLPTEG-ME9,3,4,0,54,5,16,3,55,6.2,0
8005-LGEHLH-CXK,2,2,1,73,6,10,1,16,14.1,0
6367-XMSGVL-AZZ,4,1,0,26,3,14,2,32,5.1,1
2816-QOJJBM-NR1,4,3,1,30,3,15,3,22,10.8,0
1686-UGWMGA-S7X,4,5,1,45,4,18,4,105,9.6,1
4723-BWCBOF-2Z8,3,1,1,74,6,10,1,27,0.5,0
8961-KWFBTZ-VWA,4,5,0,56,5,11,1,56,4,0
7768-UEEPLX-WRF,4,5,0,23,2,15,3,18,5,0
9597-XOVHCQ-QMX,1,5,0,75,6,9,1,25,3.1,0
2685-BKIDBN-3WC,5,5,0,69,6,15,3,49,20.7,0
7285-CIPXYQ-3C6,2,3,1,18,2,9,1,16,13.4,1
6937-BNOFTM-PMT,1,1,1,56,5,17,4,203,6,0
7669-EOWVYJ-DTK,1,1,0,57,5,11,1,41,2.7,1
2050-WVIBCO-FFU,1,1,1,58,5,12,2,90,0.5,0
8528-CEHEGW-O96,1,1,1,60,5,17,4,69,14.8,0
2509-VTLFSQ-EOT,3,1,0,30,3,13,2,30,8.9,1
9849-YYXVBK-BK7,1,1,1,33,3,12,2,34,8.4,0
0203-MYNNAC-CE2,3,1,0,40,4,13,2,41,6.9,0
8874-LYRWEB-H6E,4,5,1,49,4,13,2,53,10.4,0
2278-AZGEZW-RL7,4,4,1,21,2,16,3,21,10.2,1
0342-SZFMTA-J30,5,4,0,43,4,12,2,85,7.5,0
5130-PBHVZB-2TB,4,1,1,31,3,15,3,30,19.9,1
9279-CDNOTY-G0E,2,1,1,39,4,11,1,49,3.5,0
4892-TJLYBY-24R,1,1,1,73,6,14,2,12,5.7,1
1451-QUVCZE-QRU,2,4,1,77,6,18,4,162,2.8,0
6496-EZZCAJ-YFO,5,4,1,27,3,15,3,38,8.4,1
4762-JUOWXR-8QY,2,3,0,38,4,10,1,33,12.7,0
9708-FSIKUI-JFI,3,2,1,22,2,17,4,38,12.2,1
2189-GJOMSQ-IY3,4,3,0,57,5,20,5,66,2.4,0
0058-NUPJBB-SDR,2,3,0,37,4,9,1,17,4.8,0
8005-GCRAEK-7S8,1,5,0,18,2,13,2,13,8,0
5713-ZRRCBM-56K,4,5,0,44,4,20,5,112,3,0
5706-PAKUIT-KGH,4,5,1,19,2,13,2,17,2.3,1
3033-CMSSLJ-7E4,5,5,0,22,2,17,4,23,5.8,1
8997-BEPDQM-H4M,4,3,1,59,5,13,2,33,11.3,0
6853-DEAQOX-JP7,5,5,0,54,5,14,2,78,0.3,1
8688-HWWSCW-P1A,3,2,1,24,2,17,4,27,28.7,0
4562-HTBBAD-DX3,5,4,0,46,4,21,5,32,4.4,0
6897-GWVNOA-98A,4,4,1,28,3,19,4,53,12.5,1
3440-KUBHBQ-96N,5,5,0,47,4,9,1,33,15.1,0
6334-TMKRLS-3XA,2,1,1,49,4,14,2,181,7.8,0
1086-LSGBOF-OSW,2,3,0,31,3,16,3,60,1.6,1
7185-UHYXBX-9G6,4,4,1,32,3,18,4,72,27.6,1
6353-PVDNLB-5LI,2,3,0,31,3,14,2,68,1.7,1
8250-GXNUXR-28A,3,1,1,67,6,16,3,20,4.2,1
0109-POJOQC-B1R,3,4,1,25,3,20,5,39,17.2,1
2976-TTQMQV-BAM,4,3,1,65,6,12,2,11,4.9,0
6005-AUAQYW-6VK,4,3,1,45,4,13,2,70,8.6,1
9576-VRMWTE-K56,5,3,1,61,5,22,5,58,14.7,0
5672-DYYCWZ-LID,1,1,0,38,4,15,3,21,10.1,0
3115-GFMPEZ-6GZ,5,2,0,48,4,17,4,81,2.7,0
9033-SEWBOI-ZIO,3,1,1,30,3,17,4,27,11.4,0
1178-AUDRUI-EYS,2,4,0,33,3,15,3,32,3.9,0
0902-XFPKFJ-KQS,3,1,1,53,5,12,2,70,2.7,0
0658-OLLRSH-UUO,4,2,0,37,4,15,3,78,17.1,0
1573-VSPRQK-B8S,5,2,0,43,4,9,1,59,12.1,0
6410-JGRRMS-KND,3,1,0,68,6,13,2,32,20.7,0
2291-UOARYI-VX8,3,5,0,37,4,12,2,37,16,0
5678-EFOIAI-6JV,3,2,0,45,4,10,1,27,15.3,0
9560-IRZYCB-5MA,5,1,0,76,6,8,1,9,7.7,0
9091-USJPYF-5PF,2,1,0,24,2,13,2,16,7.1,0
3863-HKQWZX-97H,2,1,0,49,4,14,2,85,0.6,0
3560-TIKMPJ-4NV,4,3,1,35,4,16,3,41,10.8,0
7284-DCWJJM-V71,2,4,0,22,2,10,1,20,4.4,1
7052-KBBNSY-Y68,2,4,0,30,3,20,5,90,2.4,1
6961-EUBTGU-KQY,5,2,0,47,4,14,2,53,12.9,0
9628-QSSBHI-RP8,4,5,0,51,5,19,4,81,9.8,0
6305-ZYYSKB-Q3G,5,1,0,32,3,18,4,35,17.8,0
7137-LHCYAA-FC8,5,3,1,42,4,13,2,76,11.4,0
8898-CEIFEZ-5QX,4,1,0,21,2,12,2,22,12.8,0
4713-TIORWC-XKH,5,2,1,27,3,14,2,37,9.1,0
7484-MQBQNQ-CLR,4,2,0,32,3,15,3,32,11.3,1
2516-PWHPEI-BKY,5,3,1,53,5,21,5,61,7.7,1
